"Nazwa","Cena","Popularność","RAM(GB)","GPU","Pamięć GPU(GB)","CPU","Taktowanie(GHz)","Rdzenie","Wątki","Przekątna","System","Indeks"
"HP 255 G8 (4K7N7EA)",2599.0,2,8,"AMD Radeon Graphics",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Home",804
"HP 17-by2007ds (1H9N0UA)",2599.0,0,8,"Intel UHD Graphics 600",0,"Intel Pentium Gold 6405U",2.4,2,4,17.3,"Windows 10 Home",805
"HP 17-by4008cy (389F0UA)",2599.0,1,8,"Intel UHD Graphics 600",0,"Intel Core i3-1125G4",2.0,4,8,17.3,"Windows 10 Home",806
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 1 TB SSD PCIe / 512 GB SSD",2599.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",807
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 16 GB RAM / 1 TB SSD PCIe / 512 GB SSD",2599.0,1,16,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",808
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 2 TB SSD PCIe",2599.0,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",809
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 512 GB SSD PCIe / 1 TB SSD",2599.0,1,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",810
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 2 TB SSD PCIe",2599.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",811
"Lenovo IdeaPad 3 15IAU7 (82RK006LPB) / 16 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2599.0,1,16,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,15.6,"Windows 11 Home",812
"Lenovo IdeaPad 3 15ABA7 (82RN0053PB) / 16 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2599.0,0,16,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,15.6,"Windows 11 Home",813
"Lenovo Ideapad 3-15ALC (82KU00VXPB) / 12 GB RAM / 512 GB SSD PCIe / Windows 10 Pro",2599.0,0,12,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Pro",814
"Lenovo IdeaPad 3 15ALC6 (82KU00W1PB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2599.0,0,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 11 Home",815
"Lenovo IdeaPad 3 17IAU7 (82RL002QPB)",2606.2,0,8,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,17.3,"Windows 11 Home",816
"Toshiba Satellite Pro C50-J-111 (A1PYS44E1112)",2399.0,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1125G4",2.0,4,8,15.6,"Brak",817
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 20 GB RAM / 1 TB SSD PCIe / Windows 10 S",2649.0,0,20,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",818
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 12 GB RAM / 512 GB SSD PCIe / 256 GB SSD",2649.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",819
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 24 GB RAM / 512 GB SSD PCIe",2649.0,1,24,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",820
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 512 GB SSD PCIe / 256 GB SSD / Windows 11 S",2649.0,0,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",821
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 1 TB SSD PCIe / 256 GB SSD / Windows 11 S",2649.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",822
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 1 TB SSD PCIe / Windows 11 S",2649.0,0,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",823
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 256 GB SSD PCIe / 1 TB SSD / Windows 11 S",2649.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",824
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 1 TB SSD PCIe / 256 GB SSD",2649.0,0,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",825
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 2 TB SSD PCIe",2649.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",826
"Lenovo IdeaPad 3 15IAU7 (82RK006LPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Pro",2649.0,1,8,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,15.6,"Windows 11 Pro",827
"Lenovo IdeaPad 3 15ABA7 (82RN0053PB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Pro",2649.0,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,15.6,"Windows 11 Pro",828
"Lenovo IdeaPad 3 15ITL6 Core i5-1135G7 / 8 GB / 512 GB (82H8019QPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2649.0,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",829
"Lenovo V15 G4 AMN Ryzen 3 7320U / 8 GB / 256 GB / W11 (82YU00UNPB)",2621.51,0,8,"AMD Radeon 610M",0,"AMD Ryzen 3 7320U",2.4,4,8,15.6,"Windows 11 Home",830
"Acer Aspire 3 A315-56 (A315-56-594WDX)",2649.68,0,12,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",831
"HP Pavilion 15-er0225oddx",2649.68,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",832
"Lenovo IdeaPad 5 15ITL05 (82FG014FPB)",2599.0,1,8,"Intel Iris Xe",0,"Intel Core i5-1155G7",2.5,4,8,15.6,"Windows 10 Home",833
"Lenovo IdeaPad G500 (59-419362)",2667.0,0,4,"Intel HD 4000",0,"Intel Core i3-3110M",2.4,2,4,15.6,"Windows 8.1 Pro",834
"HP 255 G9 (6F2C5EA)",2670.99,13,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5625U",2.3,6,12,15.6,"Windows 11 Pro",835
"Lenovo B50-80 (80EW053JPB)",2687.0,0,4,"Intel HD 5500",0,"Intel Core i3-5005U",2.0,2,4,15.6,"Windows 10 Pro, 




Windows 7 Professional",836
"HP Pavilion 15-cs0952nd (4RE00EAR)",2699.0,0,8,"Intel HD Graphics 620",0,"Intel Core i5-8250U",1.6,4,8,15.6,"Windows 10 Home",837
"HP Pavilion x360 14-dw0003nw (1F7M1EA)",2699.0,1,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,14.0,"Windows 10 Home",838
"Lenovo IdeaPad C340-15IIL (81XJ004NUK)",2699.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",839
"HP 15s-fq1065nw (238F8EA)",2699.0,0,4,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Brak",840
"HP ProBook 430 G7 (10R59EAR)",2699.0,0,4,"Intel UHD Graphics 620",0,"Intel Core i3-10110U",2.1,2,4,13.3,"Windows 10 Pro",841
"HP 15-db1067nw (2K7B1EA)",2699.0,1,16,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Windows 10 Home",842
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 32 GB RAM / 2 TB SSD PCIe / Windows 10 Home",2699.0,0,32,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",843
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 4 GB RAM / 2 TB SSD PCIe / Windows 10 S",2699.0,0,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",844
"Lenovo V15-ADA (82C7000RPB) / 8 GB RAM / 256 GB SSD PCIe / 512 GB SSD / Windows 10 Home",2699.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Windows 10 Home",845
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 1 TB SSD PCIe / 512 GB SSD / Windows 10 Home",2699.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",846
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 256 GB SSD PCIe / 1 TB SSD / Windows 10 Home",2699.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",847
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Pro",2699.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Pro",848
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 256 GB SSD PCIe / 512 GB SSD / Windows 10 Pro",2699.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Pro",849
"HP 15s-eq2010nw (402N8EA)",2699.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",850
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 12 GB RAM / 1 TB SSD PCIe",2699.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",851
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 16 GB RAM / 512 GB SSD PCIe / 256 GB SSD",2699.0,0,16,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",852
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 12 GB RAM / 512 GB SSD PCIe / 512 GB SSD",2699.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",853
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 16 GB RAM / 512 GB SSD PCIe / 512 GB SSD",2699.0,1,16,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",854
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 512 GB SSD PCIe / 512 GB SSD / Windows 11 S",2699.0,0,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",855
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 512 GB SSD PCIe / 1 TB SSD / Windows 11 S",2699.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",856
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 1 TB SSD PCIe / 256 GB SSD / Windows 11 S",2699.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",857
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 1 TB SSD PCIe / 512 GB SSD / Windows 11 S",2699.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",858
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 1 TB SSD PCIe / 512 GB SSD / Windows 11 S",2699.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",859
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 2 TB SSD PCIe / Windows 11 S",2699.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",860
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 256 GB SSD PCIe / 1 TB SSD / Windows 11 S",2699.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",861
"HP 255 G8 (3V5H2EA)",2699.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",862
"HP 17-by0008cy 4SH86UA",2699.0,0,8,"Intel HD Graphics 620",0,"Intel Core i3-8130U",2.2,2,4,17.3,"Windows 10 Home",863
"HP 17-by0006cy 4SH40UA",2699.0,0,8,"Intel HD Graphics 620",0,"Intel Core i3-8130U",2.2,2,4,17.3,"Windows 10 Home",864
"Asus VivoBook 15 X509JA (X509JA-I581GT)",2699.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",865
"HP 17-by0019ds 6XQ66UA",2699.0,0,8,"Intel HD Graphics 610",0,"Intel Pentium Gold 4417U",2.3,2,4,17.3,"Windows 10 Home",866
"HP 17-cn0006ds (3Z400UA)",2699.0,1,8,"Intel UHD Graphics G4",0,"Intel Core i3-1125G4",2.0,4,8,17.3,"Windows 10 Home",867
"HP 250 G8 (3V5F4EA)",2699.0,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",868
"HP 17-by0018ds 6XQ65UA",2699.0,0,8,"Intel UHD Graphics 610",0,"Intel Pentium Gold 4417U",2.3,2,4,17.3,"Windows 10 Home",869
"HP 15s-eq1125nw (37K42EA)",2699.0,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 5 4500U",2.3,6,6,15.6,"Brak",870
"HP 250 G8 (27K23EA)",2699.0,1,8,"Intel UHD Graphics 600",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",871
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 1 TB SSD PCIe / 1 TB SSD",2699.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",872
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 2 TB SSD PCIe / 256 GB SSD",2699.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",873
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 2 TB SSD PCIe / 512 GB SSD",2699.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",874
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 16 GB RAM / 2 TB SSD PCIe",2699.0,0,16,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",875
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 512 GB SSD PCIe / 1 TB SSD",2699.0,1,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",876
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 1 TB SSD PCIe / 1 TB SSD",2699.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",877
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 2 TB SSD PCIe / 512 GB SSD",2699.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",878
"HP 250 G8 i5-1035G1 / 8GB / 512 GB (2X7V7EA)",2699.0,0,8,"Intel UHD Graphics 600",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Brak",879
"Lenovo IdeaPad 3 15IAU7 (82RK006LPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Pro",2699.0,0,8,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,15.6,"Windows 10 Pro",880
"Lenovo IdeaPad 3 15ABA7 (82RN0053PB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Pro",2699.0,3,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,15.6,"Windows 10 Pro",881
"Lenovo IdeaPad 3 15ITL6 Core i5-1135G7 / 8 GB / 512 GB (82H8019QPB) / 12 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2699.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",882
"Lenovo IdeaPad 3 15ITL6 Core i5-1135G7 / 8 GB / 512 GB (82H8019QPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2699.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",883
"Lenovo IdeaPad 3 15ITL6 Core i5-1135G7 / 8 GB / 512 GB (82H8019QPB) / 12 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2699.0,3,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",884
"Lenovo IdeaPad 3 15IAU7 (82RK006PPB) / 16 GB RAM / 512 GB SSD PCIe",2699.0,27,16,"Intel Iris Xe",0,"Intel Core i5-1235U",1.3,10,12,15.6,"Brak",885
"HP Pavilion 15-eh2035nw Ryzen 5 5625U / 8 GB / 512 GB (715Z9EA)",2729.4,0,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5625U",2.3,6,12,15.6,"Brak",886
"HP 250 G9 (6F2C6EA)",2731.99,5,8,"Intel UHD Graphics",0,"Intel Core i3-1215U",0.9,6,8,15.6,"Windows 11 Pro",887
"Asus ExpertBook B1 B1500 (B1500CEAE-BQ1668R)",2699.0,4,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Pro",888
"Lenovo IdeaPad 3 17ABA7 (82RQ002RPB)",2741.6,0,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5625U",2.3,6,12,17.3,"Brak",889
"HP ProBook 445 G8 Ryzen 3 5400U / 8 GB / 256 GB / W10 Pro (4K7C1EA)",2746.64,1,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5400U",2.6,4,8,14.0,"Windows 10 Pro",890
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 8 GB RAM / 1 TB SSD PCIe / 256 GB SSD",2749.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",891
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 16 GB RAM / 1 TB SSD PCIe",2749.0,0,16,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",892
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 24 GB RAM / 512 GB SSD PCIe / 256 GB SSD",2749.0,0,24,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",893
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 512 GB SSD PCIe / 1 TB SSD / Windows 11 S",2749.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",894
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 1 TB SSD PCIe / 256 GB SSD / Windows 11 S",2749.0,0,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",895
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 256 GB SSD PCIe / 1 TB SSD / Windows 11 S",2749.0,0,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",896
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2749.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",897
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 1 TB SSD PCIe / 1 TB SSD",2749.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",898
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 2 TB SSD PCIe / 256 GB SSD",2749.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",899
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 2 TB SSD PCIe",2749.0,0,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",900
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2749.0,2,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",901
"Lenovo IdeaPad 3 15IAU7 (82RK006LPB) / 16 GB RAM / 512 GB SSD PCIe / Windows 11 Pro",2749.0,4,16,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,15.6,"Windows 11 Pro",902
"Lenovo IdeaPad 3 15ABA7 (82RN0053PB) / 16 GB RAM / 512 GB SSD PCIe / Windows 11 Pro",2749.0,1,16,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,15.6,"Windows 11 Pro",903
"Lenovo IdeaPad 3 17ITL6 (82H900TSPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2749.0,0,8,"Intel UHD Graphics Xe",0,"Intel Core i5-1135G7",2.4,4,8,17.3,"Windows 10 Home",904
"Huawei MateBook D15 (53013AWC)",2499.0,1,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",1.7,2,4,15.6,"Windows 11 Home",905
"Asus VivoBook 15 X515JA (X515JA-BQ2627W)",2758.46,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 11 Home",906
"HP 17-cn0039nw (4L239EA)",2779.0,1,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,17.3,"Windows 11 Home",907
"Lenovo Ideapad S340-15IWL (81N800KYPB)",2780.0,0,4,"Intel UHD Graphics 620",0,"Intel Core i3-8145U",2.1,2,4,15.6,"Brak",908
"HP 15s-eq2406nw Ryzen 3 5300U / 8 GB / 256 GB / W11 (6Y4U3EA)",2699.0,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Home",909
"HP 15-bs155nw",2786.0,2,8,"Intel HD 5500",0,"Intel Core i3-5005U",2.0,2,4,15.6,"Windows 10 Home",910
"Lenovo Flex-15IWL (81SR0000US)",2799.0,1,4,"Intel UHD Graphics 620",0,"Intel Core i5-8265U",1.6,4,8,15.6,"Windows 10 Home",911
"HP 15s-eq0034nw (2A9A3EA)",2799.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Windows 10 Home",912
"HP 14s-dq1036nw (220J9EA)",2799.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,14.0,"Windows 10 Home",913
"HP 15s-fq1094nw (25Q54EA)",2799.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Brak",914
"Lenovo IdeaPad Flex 5 14ARE05 (81X20086PB)",2799.0,2,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 4300U",2.7,4,4,14.0,"Windows 10 Home",915
"HP Pavilion 13-an1006nv (1V1Z2EAR)",2799.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,13.3,"Windows 10 Home",916
"HP Pavilion 13-an1958nd (1C4C0EAR)",2799.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,13.3,"Windows 10 Home",917
"HP 15s-eq1009nw (21V77EA)",2799.0,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 5 4500U",2.3,6,6,15.6,"Windows 10 Home",918
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 8 GB RAM / 2 TB SSD PCIe / Windows 10 S",2799.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",919
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 12 GB RAM / 2 TB SSD PCIe / Windows 10 S",2799.0,0,12,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",920
"HP 15-ef1003ds (3J349UA)",2799.0,1,8,"AMD Radeon RX Vega 3",0,"AMD Athlon Gold 3150U",2.4,2,2,15.6,"Windows 10 Home",921
"HP 15-dw3001nw (33G91EAR)",2799.0,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 10 Home",922
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 512 GB SSD PCIe / 1 TB SSD / Windows 10 Home",2799.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",923
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 2 TB SSD PCIe / Windows 10 Home",2799.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",924
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 512 GB SSD PCIe / 512 GB SSD / Windows 10 Pro",2799.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Pro",925
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 1 TB SSD PCIe / Windows 10 Pro",2799.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Pro",926
"HP 15s-eq2013nw (402P1EA)",2799.0,1,16,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",927
"Asus ExpertBook B1 B1500 (B1500CEAE-BQ0087T)",2799.0,1,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",928
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 12 GB RAM / 1 TB SSD PCIe / 256 GB SSD",2799.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",929
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 8 GB RAM / 1 TB SSD PCIe / 512 GB SSD",2799.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",930
